location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,market_name,lat,lon,commodity_category,commodity_name,unit,price_flag,price_type,currency_code,price,reference_period_start,reference_period_end
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,23.65,2018-04-15,2018-05-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2018-04-15,2018-05-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,30.0,2018-05-15,2018-06-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.78,2018-05-15,2018-06-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,48.33,2018-05-15,2018-06-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.83,2018-05-15,2018-06-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,26.67,2018-05-15,2018-06-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,45.0,2018-05-15,2018-06-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,36.72,2018-05-15,2018-06-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,26.0,2018-05-15,2018-06-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,31.72,2018-05-15,2018-06-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,16.64,2018-05-15,2018-06-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,23.07,2018-05-15,2018-06-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2018-05-15,2018-06-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,30.0,2018-06-15,2018-07-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,2018-06-15,2018-07-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,48.33,2018-06-15,2018-07-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,14.17,2018-06-15,2018-07-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,26.67,2018-06-15,2018-07-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,45.0,2018-06-15,2018-07-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,36.4,2018-06-15,2018-07-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.7,2018-06-15,2018-07-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,33.27,2018-06-15,2018-07-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,16.07,2018-06-15,2018-07-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,22.53,2018-06-15,2018-07-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2018-06-15,2018-07-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,30.0,2018-07-15,2018-08-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,2018-07-15,2018-08-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,48.33,2018-07-15,2018-08-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,13.67,2018-07-15,2018-08-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,26.67,2018-07-15,2018-08-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,43.75,2018-07-15,2018-08-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,37.45,2018-07-15,2018-08-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,26.2,2018-07-15,2018-08-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,33.55,2018-07-15,2018-08-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,16.0,2018-07-15,2018-08-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,22.45,2018-07-15,2018-08-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2018-07-15,2018-08-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,30.0,2018-08-15,2018-09-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,2018-08-15,2018-09-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,50.0,2018-08-15,2018-09-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,13.17,2018-08-15,2018-09-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,2018-08-15,2018-09-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2018-08-15,2018-09-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,38.2,2018-08-15,2018-09-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,27.2,2018-08-15,2018-09-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,35.8,2018-08-15,2018-09-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,16.4,2018-08-15,2018-09-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,22.4,2018-08-15,2018-09-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2018-08-15,2018-09-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,30.0,2018-09-15,2018-10-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,2018-09-15,2018-10-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,50.0,2018-09-15,2018-10-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,13.17,2018-09-15,2018-10-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,2018-09-15,2018-10-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2018-09-15,2018-10-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,30.0,2018-10-15,2018-11-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.25,2018-10-15,2018-11-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,50.0,2018-10-15,2018-11-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.67,2018-10-15,2018-11-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,2018-10-15,2018-11-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2018-10-15,2018-11-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,30.0,2018-11-15,2018-12-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,2018-11-15,2018-12-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,50.0,2018-11-15,2018-12-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.5,2018-11-15,2018-12-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,2018-11-15,2018-12-14
MRT,False,False,Assaba,Barkeol,MR03,Assaba,MR031,Barkeol,2,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2018-11-15,2018-12-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,37.0,2018-11-15,2018-12-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,26.17,2018-11-15,2018-12-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,36.17,2018-11-15,2018-12-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.83,2018-11-15,2018-12-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,20.33,2018-11-15,2018-12-14
MRT,False,False,Assaba,Kankossa,MR03,Assaba,MR034,Kankoussa,2,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2018-11-15,2018-12-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Maize,KG,actual,Retail,MRU,30.0,2019-06-15,2019-07-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Millet,KG,actual,Retail,MRU,35.0,2019-06-15,2019-07-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,40.0,2019-06-15,2019-07-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Rice (local),KG,actual,Retail,MRU,30.0,2019-06-15,2019-07-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,35.0,2019-06-15,2019-07-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.0,2019-06-15,2019-07-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,milk and dairy,Milk (powder),KG,actual,Retail,MRU,120.0,2019-06-15,2019-07-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,miscellaneous food,Sugar,KG,actual,Retail,MRU,20.0,2019-06-15,2019-07-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2019-06-15,2019-07-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,pulses and nuts,Beans (niebe),KG,actual,Retail,MRU,66.25,2019-06-15,2019-07-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Maize,KG,actual,Retail,MRU,30.0,2019-07-15,2019-08-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Millet,KG,actual,Retail,MRU,37.0,2019-07-15,2019-08-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,40.0,2019-07-15,2019-08-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Rice (local),KG,actual,Retail,MRU,30.0,2019-07-15,2019-08-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,35.0,2019-07-15,2019-08-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.0,2019-07-15,2019-08-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,milk and dairy,Milk (powder),KG,actual,Retail,MRU,120.0,2019-07-15,2019-08-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,miscellaneous food,Sugar,KG,actual,Retail,MRU,20.0,2019-07-15,2019-08-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2019-07-15,2019-08-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,pulses and nuts,Beans (niebe),KG,actual,Retail,MRU,69.0,2019-07-15,2019-08-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Maize,KG,actual,Retail,MRU,35.0,2019-08-15,2019-09-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Millet,KG,actual,Retail,MRU,40.0,2019-08-15,2019-09-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,40.0,2019-08-15,2019-09-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Rice (local),KG,actual,Retail,MRU,30.0,2019-08-15,2019-09-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,35.0,2019-08-15,2019-09-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.0,2019-08-15,2019-09-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,milk and dairy,Milk (powder),KG,actual,Retail,MRU,120.0,2019-08-15,2019-09-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,miscellaneous food,Sugar,KG,actual,Retail,MRU,20.0,2019-08-15,2019-09-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2019-08-15,2019-09-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,pulses and nuts,Beans (niebe),KG,actual,Retail,MRU,70.0,2019-08-15,2019-09-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Maize,KG,actual,Retail,MRU,35.0,2019-09-15,2019-10-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Millet,KG,actual,Retail,MRU,40.0,2019-09-15,2019-10-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,40.0,2019-09-15,2019-10-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Rice (local),KG,actual,Retail,MRU,30.0,2019-09-15,2019-10-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,35.0,2019-09-15,2019-10-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.0,2019-09-15,2019-10-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,milk and dairy,Milk (powder),KG,actual,Retail,MRU,120.0,2019-09-15,2019-10-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,miscellaneous food,Sugar,KG,actual,Retail,MRU,20.0,2019-09-15,2019-10-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2019-09-15,2019-10-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,pulses and nuts,Beans (niebe),KG,actual,Retail,MRU,70.0,2019-09-15,2019-10-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Maize,KG,actual,Retail,MRU,35.0,2019-10-15,2019-11-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Millet,KG,actual,Retail,MRU,40.0,2019-10-15,2019-11-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,40.0,2019-10-15,2019-11-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Rice (local),KG,actual,Retail,MRU,30.0,2019-10-15,2019-11-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,35.0,2019-10-15,2019-11-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.0,2019-10-15,2019-11-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,milk and dairy,Milk (powder),KG,actual,Retail,MRU,120.0,2019-10-15,2019-11-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,miscellaneous food,Sugar,KG,actual,Retail,MRU,20.0,2019-10-15,2019-11-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,2019-10-15,2019-11-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,pulses and nuts,Beans (niebe),KG,actual,Retail,MRU,70.0,2019-10-15,2019-11-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Maize,KG,actual,Retail,MRU,35.0,2019-11-15,2019-12-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Millet,KG,actual,Retail,MRU,40.0,2019-11-15,2019-12-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,40.0,2019-11-15,2019-12-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Rice (local),KG,actual,Retail,MRU,30.0,2019-11-15,2019-12-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,35.0,2019-11-15,2019-12-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.0,2019-11-15,2019-12-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,milk and dairy,Milk (powder),KG,actual,Retail,MRU,120.0,2019-11-15,2019-12-14
MRT,False,False,Assaba,Kiffa,MR03,Assaba,MR035,Kiffa,2,Kiffa,16.617069,-11.4038799999999,miscellaneous food,Sugar,KG,actual,Retail,MRU,20.0,2019-11-15,2019-12-14
