,date,price,unit,commodity_category,lat,lon,price_flag,admin2_name,aggregated_commodity_name,currency_code
6135,2024-06-30,29.998682316294875,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6136,2024-07-07,30.13019591674768,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6137,2024-07-14,30.046997743839345,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6138,2024-07-21,30.1150299210615,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6139,2024-07-28,30.282931720843777,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6140,2024-08-04,30.216976005408416,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6141,2024-08-11,29.831034043991764,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6142,2024-08-18,30.341978298703193,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6143,2024-08-25,30.532709847937646,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6144,2024-09-01,30.77950185143495,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6145,2024-09-08,30.835766336173148,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6146,2024-09-15,30.489720354703266,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6147,2024-09-22,31.516742490953686,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6148,2024-09-29,32.47171277304616,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6149,2024-10-06,32.63822505700177,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6150,2024-10-13,33.205951394716244,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6151,2024-10-20,34.86983489937839,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6152,2024-10-27,36.888556299928766,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6153,2024-11-03,39.17127763102077,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6154,2024-11-10,40.78702846745358,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6155,2024-11-17,43.144305922398914,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6156,2024-11-24,43.726563736791306,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6157,2024-12-01,45.1275683688406,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6158,2024-12-08,46.559195939927136,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6159,2024-12-15,47.27911558345115,KG,cereals and tubers,16.640389,-12.498493,aggregate,Barkeol,Sorghum (taghalit),MRU
6160,2013-07-21,29.11393392895413,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6161,2013-07-28,29.080713409688265,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6162,2013-08-04,28.989634501897612,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6163,2013-08-11,28.865830085445864,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6164,2013-08-18,28.784384704226124,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6165,2013-08-25,28.645172503939108,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6166,2013-09-01,28.44583584665071,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6167,2013-09-08,28.406675500396634,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6168,2013-09-15,28.161979479003733,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6169,2013-09-22,28.07383509903868,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6170,2013-09-29,27.79032531928369,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6171,2013-10-06,27.656802386715434,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6172,2013-10-13,27.30997328223756,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6173,2013-10-20,27.252805578824265,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6174,2013-10-27,27.338126942642607,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6175,2013-11-03,27.23003388337098,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6176,2013-11-10,27.371190285940283,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6177,2013-11-17,27.22086525250588,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6178,2013-11-24,26.73993115030043,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6179,2013-12-01,26.324582850288152,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6180,2013-12-08,25.899877730551903,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6181,2013-12-15,25.450996804931922,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6182,2013-12-22,25.294995591542598,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6183,2013-12-29,25.11013837810076,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6184,2014-01-05,24.881860035140377,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6185,2014-01-12,24.695398879658015,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6186,2014-01-19,24.55713097153159,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6187,2014-01-26,24.47661090409481,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6188,2014-02-02,24.228033947932374,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6189,2014-02-09,24.196758045716884,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6190,2014-02-16,24.095945501214526,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6191,2014-02-23,23.87916919716009,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6192,2014-03-02,23.471645923070565,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6193,2014-03-09,23.28389195460477,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6194,2014-03-16,23.07177942952555,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6195,2014-03-23,23.405628447741112,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6196,2014-03-30,23.546823462404006,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6197,2014-04-06,24.046773607409015,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6198,2014-04-13,24.115257657859203,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6199,2014-04-20,24.310625049796602,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6200,2014-04-27,24.5008125919138,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6201,2014-05-04,24.703709329779493,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6202,2014-05-11,24.677450674524806,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6203,2014-05-18,24.732013930618773,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6204,2014-05-25,24.872509311315884,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6205,2014-06-01,24.827459536136075,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6206,2014-06-08,24.753961722555164,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6207,2014-06-15,24.841266076997996,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6208,2014-06-22,24.81019363492576,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6209,2014-06-29,24.862684384308576,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6210,2014-07-06,24.856269255399116,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6211,2014-07-13,24.887122380883696,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6212,2014-07-20,24.78986197533679,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6213,2014-07-27,24.6004172119367,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6214,2014-08-03,24.58223191419547,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6215,2014-08-10,24.421146941037655,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6216,2014-08-17,24.244553960253825,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6217,2014-08-24,24.17983516978516,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6218,2014-08-31,24.00106783961412,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6219,2014-09-07,23.935024672205124,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6220,2014-09-14,23.74496301192465,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6221,2014-09-21,23.80835256989947,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6222,2014-09-28,23.557226163853315,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6223,2014-10-05,23.49529566283755,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6224,2014-10-12,23.37801911879759,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6225,2014-10-19,23.122765554269552,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6226,2014-10-26,22.662286981984995,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6227,2014-11-02,22.339121998506005,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6228,2014-11-09,21.944680589217764,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6229,2014-11-16,21.598643636095122,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6230,2014-11-23,21.581468662488046,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6231,2014-11-30,21.595345636206932,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6232,2014-12-07,21.581191221119365,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6233,2014-12-14,21.487762242654647,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6234,2014-12-21,21.50591215122477,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6235,2014-12-28,21.67033157170647,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6236,2015-01-04,21.624051775951582,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6237,2015-01-11,21.654196787619977,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6238,2015-01-18,21.556896556226103,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6239,2015-01-25,21.57113203218921,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6240,2015-02-01,21.43649514073819,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6241,2015-02-08,21.537434507921258,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6242,2015-02-15,21.466959451113915,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6243,2015-02-22,21.54808395179425,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6244,2015-03-01,21.58240517761857,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6245,2015-03-08,21.478771574927745,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6246,2015-03-15,21.505583069111918,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6247,2015-03-22,21.39228339540936,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6248,2015-03-29,21.505033331166512,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6249,2015-04-05,21.577924657,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6250,2015-04-12,21.452211154692463,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6251,2015-04-19,21.482953249447913,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6252,2015-04-26,21.466038972336207,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6253,2015-05-03,21.44812220675024,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6254,2015-05-10,21.400905761479816,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6255,2015-05-17,21.435150186942813,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6256,2015-05-24,21.437089694849465,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6257,2015-05-31,21.46345051548606,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6258,2015-06-07,21.414857036925667,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6259,2015-06-14,21.357103693827547,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6260,2015-06-21,21.432785264990525,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6261,2015-06-28,21.442606536284043,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6262,2015-07-05,21.340139348688115,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6263,2015-07-12,21.36952108887286,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6264,2015-07-19,21.493707860472764,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6265,2015-07-26,21.34631246354227,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6266,2015-08-02,21.28254181631118,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6267,2015-08-09,21.342309941128125,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6268,2015-08-16,21.28605517339168,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6269,2015-08-23,21.34544891789765,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6270,2015-08-30,21.23099372283121,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6271,2015-09-06,21.31054944493272,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6272,2015-09-13,21.248180332249692,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6273,2015-09-20,21.338731791275002,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6274,2015-09-27,21.33684227711559,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6275,2015-10-04,21.347404149044294,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6276,2015-10-11,21.326834658967492,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6277,2015-10-18,21.334949897106366,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6278,2015-10-25,21.297564159968342,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6279,2015-11-01,21.22685253532491,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6280,2015-11-08,21.284800333691347,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6281,2015-11-15,21.248926075298478,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6282,2015-11-22,21.239463413476685,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6283,2015-11-29,21.09777920937876,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6284,2015-12-06,21.255979153999775,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6285,2015-12-13,21.198832026085956,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6286,2015-12-20,21.24069753818716,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6287,2015-12-27,21.168203062167443,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6288,2016-01-03,21.133398056774304,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6289,2016-01-10,21.198566179444065,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6290,2016-01-17,21.20460254687706,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6291,2016-01-24,21.180129422893014,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6292,2016-01-31,21.15076766865619,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6293,2016-02-07,21.238834520003095,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6294,2016-02-14,21.089068943920026,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6295,2016-02-21,21.13008630269618,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6296,2016-02-28,21.06270928633705,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6297,2016-03-06,21.057586184933832,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6298,2016-03-13,21.019036710171868,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6299,2016-03-20,21.04870836995101,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6300,2016-03-27,21.029198942624344,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6301,2016-04-03,21.087408687027786,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6302,2016-04-10,20.918843210022136,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6303,2016-04-17,21.092309420683975,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6304,2016-04-24,20.985158864297244,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6305,2016-05-01,21.064398133663165,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6306,2016-05-08,21.099684885549426,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6307,2016-05-15,21.1207158878931,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6308,2016-05-22,21.118669874609992,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6309,2016-05-29,21.082013488059587,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6310,2016-06-05,21.108099562591416,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6311,2016-06-12,21.08078425589447,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6312,2016-06-19,21.043166661824642,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6313,2016-06-26,21.240811642103356,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6314,2016-07-03,21.32781073115022,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6315,2016-07-10,21.43325934541275,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6316,2016-07-17,21.58330495701744,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6317,2016-07-24,21.841732391468472,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6318,2016-07-31,22.182056191095178,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6319,2016-08-07,22.437228070161208,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6320,2016-08-14,22.686672471772173,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6321,2016-08-21,23.14660387872539,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6322,2016-08-28,23.714990643773028,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6323,2016-09-04,24.150610910456876,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6324,2016-09-11,24.747077285614395,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6325,2016-09-18,25.35590718733938,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6326,2016-09-25,26.229875768504037,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6327,2016-10-02,27.15401245485343,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6328,2016-10-09,28.121734374161765,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6329,2016-10-16,28.74427620052308,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6330,2016-10-23,28.817586654576527,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6331,2016-10-30,28.85892924889064,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6332,2016-11-06,28.823977598881363,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6333,2016-11-13,28.835625771802228,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6334,2016-11-20,28.873470135089153,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6335,2016-11-27,28.610253682189178,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6336,2016-12-04,28.46688447038474,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6337,2016-12-11,28.322368783611942,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6338,2016-12-18,28.185288544596602,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6339,2016-12-25,28.261317181418192,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6340,2017-01-01,28.309806686637323,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6341,2017-01-08,28.320919330906428,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6342,2017-01-15,28.309873638942076,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6343,2017-01-22,28.310371345772463,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6344,2017-01-29,28.31602427380584,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6345,2017-02-05,28.229179711145523,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6346,2017-02-12,28.30537288899134,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6347,2017-02-19,28.400885571006103,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6348,2017-02-26,28.26348598795579,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6349,2017-03-05,28.45732373390147,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6350,2017-03-12,28.258497691993835,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6351,2017-03-19,28.342295206320873,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6352,2017-03-26,28.274845514602045,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6353,2017-04-02,28.389786006343773,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6354,2017-04-09,28.21819868636818,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6355,2017-04-16,28.255967417544205,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6356,2017-04-23,28.2499536511721,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6357,2017-04-30,28.21275427734964,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6358,2017-05-07,28.316073578021964,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6359,2017-05-14,28.22815004922337,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6360,2017-05-21,28.1249064850378,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6361,2017-05-28,28.098003807046247,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6362,2017-06-04,28.141180970999127,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6363,2017-06-11,28.042737279143193,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6364,2017-06-18,28.00726208414794,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6365,2017-06-25,27.808799866171427,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6366,2017-07-02,27.729198424646405,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6367,2017-07-09,27.421102443824434,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6368,2017-07-16,27.3939511716848,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6369,2017-07-23,26.597118065911406,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6370,2017-07-30,26.07404201579765,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
6371,2017-08-06,25.411019658975377,KG,miscellaneous food,16.640389,-12.498493,actual,Barkeol,Sugar,MRU
