,date,price,unit,commodity_category,lat,lon,price_flag,admin2_name,aggregated_commodity_name,currency_code
1572,2024-02-04,15318.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1573,2024-02-11,15376.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1574,2024-02-18,15394.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1575,2024-02-25,15453.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1576,2024-03-03,15452.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1577,2024-03-10,15469.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1578,2024-03-17,15492.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1579,2024-03-24,15470.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1580,2024-03-31,15485.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1581,2024-04-07,15484.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1582,2024-04-14,15488.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1583,2024-04-21,15492.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1584,2024-04-28,15469.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1585,2024-05-05,15508.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1586,2024-05-12,15510.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1587,2024-05-19,15503.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1588,2024-05-26,15522.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1589,2024-06-02,15529.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1590,2024-06-09,15482.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1591,2024-06-16,15497.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1592,2024-06-23,15508.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1593,2024-06-30,15457.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1594,2024-07-07,15486.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1595,2024-07-14,15510.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1596,2024-07-21,15501.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1597,2024-07-28,15503.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1598,2024-08-04,15503.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1599,2024-08-11,15508.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1600,2024-08-18,15489.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1601,2024-08-25,15511.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1602,2024-09-01,15529.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1603,2024-09-08,15483.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1604,2024-09-15,15505.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1605,2024-09-22,15516.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1606,2024-09-29,15499.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1607,2024-10-06,15499.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1608,2024-10-13,15512.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1609,2024-10-20,15508.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1610,2024-10-27,15501.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1611,2024-11-03,15495.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1612,2024-11-10,15526.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1613,2024-11-17,15506.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1614,2024-11-24,15537.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1615,2024-12-01,15504.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1616,2024-12-08,15487.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1617,2024-12-15,15503.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (camel),MRU
1618,2018-12-16,6220.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1619,2018-12-23,6291.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1620,2018-12-30,6413.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1621,2019-01-06,6440.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1622,2019-01-13,6463.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1623,2019-01-20,6570.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1624,2019-01-27,6697.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1625,2019-02-03,6889.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1626,2019-02-10,6985.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1627,2019-02-17,7124.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1628,2019-02-24,7218.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1629,2019-03-03,7369.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1630,2019-03-10,7498.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1631,2019-03-17,7586.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1632,2019-03-24,7611.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1633,2019-03-31,7635.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1634,2019-04-07,7648.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1635,2019-04-14,7673.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1636,2019-04-21,7692.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1637,2019-04-28,7724.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1638,2019-05-05,7718.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1639,2019-05-12,7741.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1640,2019-05-19,7718.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1641,2019-05-26,7718.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1642,2019-06-02,7846.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1643,2019-06-09,7709.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1644,2019-06-16,7727.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1645,2019-06-23,7741.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1646,2019-06-30,7757.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1647,2019-07-07,7709.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1648,2019-07-14,7777.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1649,2019-07-21,7750.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1650,2019-07-28,7732.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1651,2019-08-04,7730.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1652,2019-08-11,7723.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1653,2019-08-18,7725.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1654,2019-08-25,7699.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1655,2019-09-01,7723.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1656,2019-09-08,7716.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1657,2019-09-15,7702.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1658,2019-09-22,7651.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1659,2019-09-29,7635.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1660,2019-10-06,7609.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1661,2019-10-13,7547.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1662,2019-10-20,7477.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1663,2019-10-27,7293.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1664,2019-11-03,7211.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1665,2019-11-10,7079.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1666,2019-11-17,6960.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1667,2019-11-24,6825.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1668,2019-12-01,6618.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1669,2019-12-08,6469.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1670,2019-12-15,6373.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1671,2019-12-22,6421.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1672,2019-12-29,6291.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1673,2020-01-05,6270.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1674,2020-01-12,6189.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1675,2020-01-19,6245.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1676,2020-01-26,6270.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1677,2020-02-02,6237.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1678,2020-02-09,6199.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1679,2020-02-16,6240.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1680,2020-02-23,6235.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1681,2020-03-01,6270.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1682,2020-03-08,6329.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1683,2020-03-15,6339.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1684,2020-03-22,6332.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1685,2020-03-29,6286.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1686,2020-04-05,6215.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1687,2020-04-12,6267.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1688,2020-04-19,6168.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1689,2020-04-26,6163.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1690,2020-05-03,6154.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1691,2020-05-10,6180.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1692,2020-05-17,6176.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1693,2020-05-24,6172.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1694,2020-05-31,6205.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1695,2020-06-07,6133.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1696,2020-06-14,6159.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1697,2020-06-21,6162.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1698,2020-06-28,6171.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1699,2020-07-05,6142.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1700,2020-07-12,6140.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1701,2020-07-19,6150.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1702,2020-07-26,6211.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1703,2020-08-02,6194.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1704,2020-08-09,6195.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1705,2020-08-16,6223.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1706,2020-08-23,6253.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1707,2020-08-30,6292.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1708,2020-09-06,6293.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1709,2020-09-13,6422.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1710,2020-09-20,6466.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1711,2020-09-27,6607.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1712,2020-10-04,6764.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1713,2020-10-11,6923.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1714,2020-10-18,7088.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1715,2020-10-25,7207.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1716,2020-11-01,7295.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1717,2020-11-08,7482.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1718,2020-11-15,7598.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1719,2020-11-22,7656.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1720,2020-11-29,7648.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1721,2020-12-06,7706.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1722,2020-12-13,7809.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1723,2020-12-20,7802.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1724,2020-12-27,7788.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1725,2021-01-03,7849.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1726,2021-01-10,7775.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1727,2021-01-17,7807.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1728,2021-01-24,7818.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1729,2021-01-31,7807.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1730,2021-02-07,7825.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1731,2021-02-14,7863.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1732,2021-02-21,7818.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1733,2021-02-28,7840.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1734,2021-03-07,7786.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1735,2021-03-14,7881.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1736,2021-03-21,7826.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1737,2021-03-28,7826.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1738,2021-04-04,7823.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1739,2021-04-11,7816.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1740,2021-04-18,7831.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1741,2021-04-25,7836.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1742,2021-05-02,7861.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1743,2021-05-09,7800.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1744,2021-05-16,7823.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1745,2021-05-23,7817.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1746,2021-05-30,7854.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1747,2021-06-06,7848.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1748,2021-06-13,7859.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1749,2021-06-20,7892.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1750,2021-06-27,7860.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1751,2021-07-04,7877.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1752,2021-07-11,7897.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1753,2021-07-18,7940.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1754,2021-07-25,8009.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1755,2021-08-01,8066.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1756,2021-08-08,8105.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1757,2021-08-15,8138.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1758,2021-08-22,8233.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1759,2021-08-29,8326.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1760,2021-09-05,8469.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1761,2021-09-12,8609.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1762,2021-09-19,8638.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1763,2021-09-26,8703.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1764,2021-10-03,8771.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1765,2021-10-10,8924.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1766,2021-10-17,8935.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1767,2021-10-24,8950.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1768,2021-10-31,8954.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1769,2021-11-07,8971.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1770,2021-11-14,8984.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1771,2021-11-21,8990.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1772,2021-11-28,9015.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1773,2021-12-05,9006.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1774,2021-12-12,9058.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1775,2021-12-19,9057.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1776,2021-12-26,9052.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1777,2022-01-02,8998.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1778,2022-01-09,9073.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1779,2022-01-16,9153.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1780,2022-01-23,9192.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1781,2022-01-30,9236.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1782,2022-02-06,9263.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1783,2022-02-13,9355.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1784,2022-02-20,9390.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1785,2022-02-27,9460.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1786,2022-03-06,9511.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1787,2022-03-13,9615.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1788,2022-03-20,9606.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
1789,2022-03-27,9638.0,Head,"meat, fish and eggs",16.640389,-12.498493,aggregate,Barkeol,Livestock (cattle),MRU
